tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
APW_ENG_20080121.0527.LDC2009T13,098f60af8f1194c7a5cd,Sollecito has said he was at his own apartment in Perugia.,"[(0, 'Sollecito'), (1, 'has'), (2, 'said'), (3, 'he'), (4, 'was'), (5, 'at'), (6, 'his'), (7, 'own'), (8, 'apartment'), (9, 'in'), (10, 'Perugia'), (11, '.')]",3,3,10,10,,,,,
eng-NG-31-108571-8988260,098f60af8fadf3292cf2,"He formed his own company, TAU, for a while, sold part to Trimble, left Trimble to start a GPS business line at Motorola (where he was also a VP), from there to Rand McNally in Chicago, and more recently to NavTeq.","[(0, 'He'), (1, 'formed'), (2, 'his'), (3, 'own'), (4, 'company'), (5, ','), (6, 'TAU'), (7, ','), (8, 'for'), (9, 'a'), (10, 'while'), (11, ','), (12, 'sold'), (13, 'part'), (14, 'to'), (15, 'Trimble'), (16, ','), (17, 'left'), (18, 'Trimble'), (19, 'to'), (20, 'start'), (21, 'a'), (22, 'GPS'), (23, 'business'), (24, 'line'), (25, 'at'), (26, 'Motorola'), (27, '-LRB-'), (28, 'where'), (29, 'he'), (30, 'was'), (31, 'also'), (32, 'a'), (33, 'VP'), (34, '-RRB-'), (35, ','), (36, 'from'), (37, 'there'), (38, 'to'), (39, 'Rand'), (40, 'McNally'), (41, 'in'), (42, 'Chicago'), (43, ','), (44, 'and'), (45, 'more'), (46, 'recently'), (47, 'to'), (48, 'NavTeq'), (49, '.')]",2,2,42,42,,,,,
AFP_ENG_20101216.0136,098f60af8f6007b30005,"The 21-year-old victim, Meredith Kercher, was in Perugia as an exchange student from Leeds University and shared a cottage with Seattle native Knox.","[(0, 'The'), (1, '21-year-old'), (2, 'victim'), (3, ','), (4, 'Meredith'), (5, 'Kercher'), (6, ','), (7, 'was'), (8, 'in'), (9, 'Perugia'), (10, 'as'), (11, 'an'), (12, 'exchange'), (13, 'student'), (14, 'from'), (15, 'Leeds'), (16, 'University'), (17, 'and'), (18, 'shared'), (19, 'a'), (20, 'cottage'), (21, 'with'), (22, 'Seattle'), (23, 'native'), (24, 'Knox'), (25, '.')]",24,24,22,22,,,,,
APW_ENG_20080121.0527.LDC2009T13,098f60af8f049a737880,"Sollecito has said he was at his own apartment in Perugia, working at his computer.","[(0, 'Sollecito'), (1, 'has'), (2, 'said'), (3, 'he'), (4, 'was'), (5, 'at'), (6, 'his'), (7, 'own'), (8, 'apartment'), (9, 'in'), (10, 'Perugia'), (11, ','), (12, 'working'), (13, 'at'), (14, 'his'), (15, 'computer'), (16, '.')]",6,6,10,10,,,,,
APW_ENG_20071207.1708.LDC2009T13,098f60af8faf2a782190,"Graham had been in custody in Vancouver, British Columbia, since June.","[(0, 'Graham'), (1, 'had'), (2, 'been'), (3, 'in'), (4, 'custody'), (5, 'in'), (6, 'Vancouver'), (7, ','), (8, 'British'), (9, 'Columbia'), (10, ','), (11, 'since'), (12, 'June'), (13, '.')]",0,0,6,6,,,,,
APW_ENG_20101208.0107,098f60af8ffad3668cc8,"Marshal Robert Ecoffey and Bureau of Indian Affairs special agent Mitch Pourier testified Tuesday that they met with Graham in April 1994 in the western Canada town of Whitehorse, where Graham lived at the time.","[(0, 'Marshal'), (1, 'Robert'), (2, 'Ecoffey'), (3, 'and'), (4, 'Bureau'), (5, 'of'), (6, 'Indian'), (7, 'Affairs'), (8, 'special'), (9, 'agent'), (10, 'Mitch'), (11, 'Pourier'), (12, 'testified'), (13, 'Tuesday'), (14, 'that'), (15, 'they'), (16, 'met'), (17, 'with'), (18, 'Graham'), (19, 'in'), (20, 'April'), (21, '1994'), (22, 'in'), (23, 'the'), (24, 'western'), (25, 'Canada'), (26, 'town'), (27, 'of'), (28, 'Whitehorse'), (29, ','), (30, 'where'), (31, 'Graham'), (32, 'lived'), (33, 'at'), (34, 'the'), (35, 'time'), (36, '.')]",31,31,28,28,,,,,
eng-NG-31-142760-10093059,098f60af8f931a6db340,"Letter from Havana: There is only one kosher butcher in Cuba, but if community president Adela Dworin knows her community - and she does - there is also only one Jew in the country who buys kosher meat.","[(0, 'Letter'), (1, 'from'), (2, 'Havana'), (3, ':'), (4, 'There'), (5, 'is'), (6, 'only'), (7, 'one'), (8, 'kosher'), (9, 'butcher'), (10, 'in'), (11, 'Cuba'), (12, ','), (13, 'but'), (14, 'if'), (15, 'community'), (16, 'president'), (17, 'Adela'), (18, 'Dworin'), (19, 'knows'), (20, 'her'), (21, 'community'), (22, '--'), (23, 'and'), (24, 'she'), (25, 'does'), (26, '--'), (27, 'there'), (28, 'is'), (29, 'also'), (30, 'only'), (31, 'one'), (32, 'Jew'), (33, 'in'), (34, 'the'), (35, 'country'), (36, 'who'), (37, 'buys'), (38, 'kosher'), (39, 'meat'), (40, '.')]",24,24,2,2,,,,,
eng-NG-31-108571-8988260,098f60af8f25a12b4a3c,"He formed his own company, TAU, for a while, sold part to Trimble, left Trimble to start a GPS business line at Motorola (where he was also a VP), from there to Rand McNally in Chicago, and more recently to NavTeq.","[(0, 'He'), (1, 'formed'), (2, 'his'), (3, 'own'), (4, 'company'), (5, ','), (6, 'TAU'), (7, ','), (8, 'for'), (9, 'a'), (10, 'while'), (11, ','), (12, 'sold'), (13, 'part'), (14, 'to'), (15, 'Trimble'), (16, ','), (17, 'left'), (18, 'Trimble'), (19, 'to'), (20, 'start'), (21, 'a'), (22, 'GPS'), (23, 'business'), (24, 'line'), (25, 'at'), (26, 'Motorola'), (27, '-LRB-'), (28, 'where'), (29, 'he'), (30, 'was'), (31, 'also'), (32, 'a'), (33, 'VP'), (34, '-RRB-'), (35, ','), (36, 'from'), (37, 'there'), (38, 'to'), (39, 'Rand'), (40, 'McNally'), (41, 'in'), (42, 'Chicago'), (43, ','), (44, 'and'), (45, 'more'), (46, 'recently'), (47, 'to'), (48, 'NavTeq'), (49, '.')]",29,29,42,42,,,,,
APW_ENG_20090614.0026,098f60af8f92ae5af590,Amanda Knox of Seattle had already told the court on Friday that she was not in the apartment she shared with Meredith Kercher on the night in 2007 when the British woman was slain.,"[(0, 'Amanda'), (1, 'Knox'), (2, 'of'), (3, 'Seattle'), (4, 'had'), (5, 'already'), (6, 'told'), (7, 'the'), (8, 'court'), (9, 'on'), (10, 'Friday'), (11, 'that'), (12, 'she'), (13, 'was'), (14, 'not'), (15, 'in'), (16, 'the'), (17, 'apartment'), (18, 'she'), (19, 'shared'), (20, 'with'), (21, 'Meredith'), (22, 'Kercher'), (23, 'on'), (24, 'the'), (25, 'night'), (26, 'in'), (27, '2007'), (28, 'when'), (29, 'the'), (30, 'British'), (31, 'woman'), (32, 'was'), (33, 'slain'), (34, '.')]",0,1,3,3,,,,,
APW_ENG_20090613.0200,098f60af8f4e758ed9a0,"Wearing jeans and a white blouse, Amanda Knox of Seattle is being crossed-examined by prosecutors.","[(0, 'Wearing'), (1, 'jeans'), (2, 'and'), (3, 'a'), (4, 'white'), (5, 'blouse'), (6, ','), (7, 'Amanda'), (8, 'Knox'), (9, 'of'), (10, 'Seattle'), (11, 'is'), (12, 'being'), (13, 'crossed-examined'), (14, 'by'), (15, 'prosecutors'), (16, '.')]",7,8,10,10,,,,,
NYT_ENG_20101120.0112,098f60af8f84ff967850,"In 2002, Piedra and Blyskal sat on Miami's charter committee.","[(0, 'In'), (1, '2002'), (2, ','), (3, 'Piedra'), (4, 'and'), (5, 'Blyskal'), (6, 'sat'), (7, 'on'), (8, 'Miami'), (9, ""'s""), (10, 'charter'), (11, 'committee'), (12, '.')]",3,3,8,8,,,,,
AFP_ENG_20091021.0580,098f60af8f7d173152c9,"Wen, who became Chongqing's top judicial official last year after 16 years on the police force, stands accused of protecting an intricate web of businessmen, officials and mobsters in the city of over 30 million people.","[(0, 'Wen'), (1, ','), (2, 'who'), (3, 'became'), (4, 'Chongqing'), (5, ""'s""), (6, 'top'), (7, 'judicial'), (8, 'official'), (9, 'last'), (10, 'year'), (11, 'after'), (12, '16'), (13, 'years'), (14, 'on'), (15, 'the'), (16, 'police'), (17, 'force'), (18, ','), (19, 'stands'), (20, 'accused'), (21, 'of'), (22, 'protecting'), (23, 'an'), (24, 'intricate'), (25, 'web'), (26, 'of'), (27, 'businessmen'), (28, ','), (29, 'officials'), (30, 'and'), (31, 'mobsters'), (32, 'in'), (33, 'the'), (34, 'city'), (35, 'of'), (36, 'over'), (37, '30'), (38, 'million'), (39, 'people'), (40, '.')]",0,0,4,4,,,,,
APW_ENG_20071220.0479.LDC2009T13,098f60af8f8015a1b439,"Grigoli was allegedly cooperating with Matteo Messina Denaro, a fugitive Mafia boss from the city of Trapani, in western Sicily.","[(0, 'Grigoli'), (1, 'was'), (2, 'allegedly'), (3, 'cooperating'), (4, 'with'), (5, 'Matteo'), (6, 'Messina'), (7, 'Denaro'), (8, ','), (9, 'a'), (10, 'fugitive'), (11, 'Mafia'), (12, 'boss'), (13, 'from'), (14, 'the'), (15, 'city'), (16, 'of'), (17, 'Trapani'), (18, ','), (19, 'in'), (20, 'western'), (21, 'Sicily'), (22, '.')]",5,7,17,17,,,,,
APW_ENG_20090808.0600,098f60af8f6c82e61214,"On Monday and Tuesday, Sodini took off from his job as a systems analyst at a Pittsburgh law firm - where he'd worked since 1999 - ""to practice my routine and make sure it is well polished ,"" he wrote in his diary.","[(0, 'On'), (1, 'Monday'), (2, 'and'), (3, 'Tuesday'), (4, ','), (5, 'Sodini'), (6, 'took'), (7, 'off'), (8, 'from'), (9, 'his'), (10, 'job'), (11, 'as'), (12, 'a'), (13, 'systems'), (14, 'analyst'), (15, 'at'), (16, 'a'), (17, 'Pittsburgh'), (18, 'law'), (19, 'firm'), (20, '--'), (21, 'where'), (22, 'he'), (23, ""'d""), (24, 'worked'), (25, 'since'), (26, '1999'), (27, '--'), (28, '``'), (29, 'to'), (30, 'practice'), (31, 'my'), (32, 'routine'), (33, 'and'), (34, 'make'), (35, 'sure'), (36, 'it'), (37, 'is'), (38, 'well'), (39, 'polished'), (40, ','), (41, ""''""), (42, 'he'), (43, 'wrote'), (44, 'in'), (45, 'his'), (46, 'diary'), (47, '.')]",42,42,17,17,,,,,
